X,Y,ADDRTYPE,FATALITIES,INATTENTIONIND,INCDATE,YEAR,INJURIES,LIGHTCOND,PEDCOUNT,PEDCYLCOUNT,PEDROWNOTGRNT,PERSONCOUNT,ROADCOND,SERIOUSINJURIES,SEVERITYCODE,SEVERITYDESC,SPEEDING,UNDERINFL,VEHCOUNT,WEATHER,PEDORBIKECOUNT
-122.3119162,47.66642828,Intersection,0,,2013/03/07 00:00:00+00,2013,1,Unknown,1,0,Y,2,Unknown,0,2,Injury Collision,,N,1,Unknown,1
-122.3207624,47.61296336,Intersection,0,,2022/12/14 00:00:00+00,2022,1,Daylight,0,1,,2,Dry,1,2b,Serious Injury Collision,,N,1,Clear,1
-122.331331,47.59241813,Block,0,,2021/08/13 00:00:00+00,2021,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,N,1,Fog/Smog/Smoke,1
-122.3417749,47.61526498,Intersection,0,,2005/08/24 00:00:00+00,2005,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3317981,47.60655275,Intersection,0,,2020/11/12 00:00:00+00,2020,1,Dark - No Street Lights,1,0,,2,Wet,0,2,Injury Collision,,N,1,Raining,1
-122.3258791,47.64562378,Intersection,0,,2021/08/19 00:00:00+00,2021,0,Daylight,0,1,Y,2,Dry,0,1,Property Damage Only Collision,,N,1,Clear,1
-122.327361,47.60840868,Intersection,0,,2020/12/17 00:00:00+00,2020,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3165789,47.66129196,Intersection,0,,2021/08/21 00:00:00+00,2021,1,Dark - Street Lights On,1,0,Y,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3267875,47.61634184,Intersection,0,,2013/03/30 00:00:00+00,2013,1,Dusk,0,1,Y,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3359758,47.60776318,Intersection,0,Y,2013/03/25 00:00:00+00,2013,1,Daylight,1,0,Y,2,Dry,1,2b,Serious Injury Collision,,N,1,Clear,1
-122.3142204,47.61389492,Intersection,0,,2021/06/21 00:00:00+00,2021,1,Dark - Street Lights On,1,0,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3247397,47.58613801,Block,0,,2022/04/02 00:00:00+00,2022,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3242235,47.61169434,Intersection,0,,2022/07/28 00:00:00+00,2022,1,Dark - No Street Lights,0,1,,3,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3423723,47.65674569,Block,0,,2021/08/12 00:00:00+00,2021,0,Daylight,0,1,,2,Dry,0,1,Property Damage Only Collision,,N,1,Fog/Smog/Smoke,1
-122.334197,47.57170661,Intersection,0,,2021/08/18 00:00:00+00,2021,1,Daylight,1,0,,2,Dry,1,2b,Serious Injury Collision,,N,1,Clear,1
-122.3225825,47.53983222,Intersection,0,,2021/08/25 00:00:00+00,2021,1,Dark - Street Lights On,1,0,Y,2,Dry,1,2b,Serious Injury Collision,,N,1,Clear,1
-122.3736876,47.54830862,Intersection,0,,2020/12/20 00:00:00+00,2020,1,Dark - Street Lights On,1,0,,2,Wet,0,2,Injury Collision,,N,1,Overcast,1
-122.3213978,47.57980781,Intersection,0,,2013/03/26 00:00:00+00,2013,0,Daylight,2,0,Y,3,Dry,0,1,Property Damage Only Collision,,N,1,Clear,2
-122.3482348,47.61974164,Block,0,,2022/04/02 00:00:00+00,2022,1,Dark - Street Lights On,0,1,Y,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3384846,47.61853427,Intersection,0,,2021/08/24 00:00:00+00,2021,1,Daylight,0,1,,3,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3178522,47.70856099,Intersection,0,,2013/03/30 00:00:00+00,2013,1,Dark - Street Lights On,1,0,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3045913,47.6489974,Intersection,0,,2013/03/28 00:00:00+00,2013,1,Dusk,1,0,Y,2,Dry,1,2b,Serious Injury Collision,,N,1,Clear,1
-122.3308754,47.6531167,Block,0,,2021/09/03 00:00:00+00,2021,1,Dark - Street Lights On,1,0,Y,2,Dry,0,2,Injury Collision,Y,N,1,Clear,1
-122.3450971,47.73412843,Intersection,0,,2005/12/21 00:00:00+00,2005,1,Dark - Street Lights On,1,0,,2,Wet,0,2,Injury Collision,,0,1,Overcast,1
-122.3398324,47.61854013,Intersection,0,,2013/03/26 00:00:00+00,2013,0,Daylight,0,1,Y,2,Dry,0,1,Property Damage Only Collision,,N,1,Clear,1
-122.3259748,47.58617471,Intersection,0,,2022/12/30 00:00:00+00,2022,1,Daylight,0,1,Y,2,Wet,1,2b,Serious Injury Collision,,N,1,Overcast,1
-122.3072403,47.68304684,Block,0,,2013/04/01 00:00:00+00,2013,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3764666,47.54377358,Block,0,,2006/01/15 00:00:00+00,2006,1,Dark - Street Lights On,1,0,,7,Dry,0,2,Injury Collision,,0,1,Overcast,1
-122.3548707,47.64848444,Block,0,,2022/11/22 00:00:00+00,2022,1,Dark - Street Lights On,0,1,Y,2,Wet,0,2,Injury Collision,,N,1,Overcast,1
-122.3629755,47.55282114,Block,0,,2021/01/12 00:00:00+00,2021,0,Dark - Street Lights On,1,0,Y,2,Wet,0,1,Property Damage Only Collision,,N,1,Raining,1
-122.3448961,47.7171731,Block,0,,2013/03/14 00:00:00+00,2013,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.2665651,47.67573704,Intersection,0,,2022/07/22 00:00:00+00,2022,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3833149,47.6433842,Block,0,,2006/08/09 00:00:00+00,2006,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3156578,47.67497952,Intersection,0,,2022/12/18 00:00:00+00,2022,1,Dark - Street Lights Off,1,0,,3,Snow/Slush,1,2b,Serious Injury Collision,,N,1,Sleet/Hail/Freezing Rain,1
-122.336484,47.61167201,Intersection,0,,2021/12/04 00:00:00+00,2021,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3124641,47.65297596,Intersection,0,,2013/03/28 00:00:00+00,2013,0,Daylight,0,1,Y,2,Dry,0,1,Property Damage Only Collision,,N,1,Clear,1
-122.3222249,47.62106634,Intersection,0,,2021/08/30 00:00:00+00,2021,0,Dark - Street Lights On,0,1,,2,Wet,0,1,Property Damage Only Collision,,N,1,Raining,1
-122.331429,47.61794165,Block,0,,2005/08/03 00:00:00+00,2005,0,Daylight,0,1,,2,Dry,0,1,Property Damage Only Collision,,0,1,Clear,1
-122.3202933,47.59582679,Block,0,,2013/03/25 00:00:00+00,2013,0,Daylight,0,1,,2,Dry,0,1,Property Damage Only Collision,,N,1,Clear,1
-122.3181105,47.60620595,Intersection,0,,2013/03/29 00:00:00+00,2013,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3142101,47.66490848,Intersection,0,,2004/08/09 00:00:00+00,2004,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.2940056,47.5729186,Intersection,0,,2021/08/16 00:00:00+00,2021,1,Dark - Street Lights On,1,0,,3,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3847426,47.67018313,Intersection,0,,2022/12/09 00:00:00+00,2022,2,Dark - Street Lights On,1,0,Y,2,Wet,2,2b,Serious Injury Collision,,N,1,Raining,1
-122.3341955,47.59031216,Intersection,0,,2021/08/14 00:00:00+00,2021,1,Dark - Street Lights On,1,0,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3381367,47.61711724,Block,0,,2022/04/02 00:00:00+00,2022,1,Dark - Street Lights On,1,0,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3543037,47.6651354,Intersection,0,,2022/08/01 00:00:00+00,2022,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3410074,47.62971166,Intersection,0,,2021/08/11 00:00:00+00,2021,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3121932,47.69215971,Intersection,0,,2020/12/22 00:00:00+00,2020,1,Dark - Street Lights On,0,1,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3160048,47.57687701,Intersection,0,,2013/03/25 00:00:00+00,2013,1,Dark - Street Lights On,0,1,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3619903,47.68327275,Block,0,,2020/10/07 00:00:00+00,2020,0,Daylight,1,0,,3,Dry,0,1,Property Damage Only Collision,,N,2,Clear,1
-122.2916865,47.62652805,Block,0,,2004/10/12 00:00:00+00,2004,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3174511,47.66219804,Block,0,,2021/08/18 00:00:00+00,2021,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3488807,47.61242925,Block,0,,2022/03/16 00:00:00+00,2022,1,Daylight,0,1,,4,Dry,1,2b,Serious Injury Collision,,N,1,Clear,1
-122.3390999,47.68621355,Intersection,0,,2022/07/28 00:00:00+00,2022,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3289131,47.61346582,Intersection,0,,2013/03/29 00:00:00+00,2013,1,Unknown,0,1,Y,3,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3236412,47.6060184,Intersection,0,,2006/06/01 00:00:00+00,2006,1,Daylight,1,0,,3,Wet,1,2b,Serious Injury Collision,,0,1,Raining,1
-122.3173635,47.6720149,Intersection,0,,2020/12/29 00:00:00+00,2020,1,Dark - Street Lights On,1,0,,2,Wet,0,2,Injury Collision,,N,1,Raining,1
-122.3199682,47.67949498,Intersection,0,,2021/08/04 00:00:00+00,2021,1,Dark - Street Lights On,1,0,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3205613,47.70857741,Intersection,0,,2021/06/29 00:00:00+00,2021,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.297947,47.70840906,Intersection,0,,2009/01/16 00:00:00+00,2009,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Overcast,1
-122.3404715,47.60862931,Intersection,0,,2004/10/14 00:00:00+00,2004,1,Dark - Street Lights On,1,0,,2,Dry,0,2,Injury Collision,,0,1,Overcast,1
-122.3296785,47.59919793,Intersection,0,,2005/11/25 00:00:00+00,2005,1,Dark - Street Lights On,1,0,,3,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3302975,47.60323265,Intersection,0,,2013/03/13 00:00:00+00,2013,1,Daylight,1,0,,2,Wet,0,2,Injury Collision,,N,1,Overcast,1
-122.315658,47.67581493,Intersection,0,,2015/05/11 00:00:00+00,2015,1,Dark - Street Lights On,1,0,,0,Dry,0,2,Injury Collision,,N,1,Overcast,1
-122.3257422,47.63631984,Block,0,,2007/01/30 00:00:00+00,2007,1,Daylight,0,1,,1,Ice,0,2,Injury Collision,,0,0,Clear,1
-122.3762157,47.66789135,Intersection,0,,2011/08/28 00:00:00+00,2011,1,Daylight,1,0,,3,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.2921643,47.54131773,Block,0,,2011/06/29 00:00:00+00,2011,1,Daylight,0,1,Y,3,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3237585,47.59709154,Block,0,,2010/09/25 00:00:00+00,2010,1,Dark - Street Lights On,1,0,,2,Dry,0,2,Injury Collision,,Y,1,Clear,1
-122.300605,47.66626672,Intersection,0,,2005/06/15 00:00:00+00,2005,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3275405,47.58617548,Intersection,0,,2011/09/27 00:00:00+00,2011,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3020806,47.63953008,Intersection,0,,2014/04/09 00:00:00+00,2014,2,Daylight,0,1,,3,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.2963249,47.72018729,Block,0,,2015/04/06 00:00:00+00,2015,1,Dark - Street Lights On,1,0,,3,Dry,0,2,Injury Collision,,N,2,Clear,1
-122.300619,47.66852575,Intersection,0,Y,2008/10/25 00:00:00+00,2008,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.2912672,47.61862346,Block,0,,2011/03/17 00:00:00+00,2011,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3368846,47.60875623,Intersection,0,Y,2013/08/01 00:00:00+00,2013,1,Dark - Street Lights On,1,0,Y,2,Dry,1,2b,Serious Injury Collision,,N,1,Overcast,1
-122.3317981,47.60655275,Intersection,0,,2007/05/24 00:00:00+00,2007,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.341596,47.66286553,Intersection,0,,2007/11/10 00:00:00+00,2007,1,Dark - Street Lights On,1,0,,2,Dry,1,2b,Serious Injury Collision,,0,1,Overcast,1
-122.3575663,47.61795105,Block,0,,2012/07/02 00:00:00+00,2012,2,Daylight,1,0,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3342792,47.62316241,Intersection,0,,2008/05/19 00:00:00+00,2008,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.345698,47.73412856,Block,0,,2004/02/06 00:00:00+00,2004,1,Dark - Street Lights On,1,0,,2,Wet,1,2b,Serious Injury Collision,,0,1,Raining,1
-122.3406875,47.66428987,Intersection,0,,2013/08/07 00:00:00+00,2013,1,Daylight,0,1,Y,4,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3147124,47.58187088,Intersection,0,,2011/07/12 00:00:00+00,2011,1,Unknown,1,0,Y,2,Unknown,0,2,Injury Collision,,N,1,Unknown,1
-122.3766999,47.52286109,Intersection,0,,2005/02/18 00:00:00+00,2005,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3342155,47.55342593,Intersection,0,,2006/04/27 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,1,2b,Serious Injury Collision,,0,1,Clear,1
-122.2790134,47.52611725,Intersection,0,,2010/04/23 00:00:00+00,2010,0,Dark - Street Lights On,1,0,,3,Wet,0,1,Property Damage Only Collision,,Y,1,Raining,1
-122.3428781,47.60981183,Block,0,,2012/11/02 00:00:00+00,2012,1,Dark - Street Lights On,1,0,,2,Wet,0,2,Injury Collision,,Y,1,Raining,1
-122.2483239,47.51161898,Intersection,0,,2007/06/02 00:00:00+00,2007,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3066886,47.68304696,Intersection,0,,2012/07/24 00:00:00+00,2012,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3505942,47.65095696,Block,0,,2010/10/09 00:00:00+00,2010,0,Dark - Street Lights On,1,0,,2,Wet,0,1,Property Damage Only Collision,,N,1,Raining,1
-122.3141717,47.67125233,Intersection,0,,2005/12/04 00:00:00+00,2005,1,Dark - Street Lights On,1,0,Y,2,Unknown,0,2,Injury Collision,,0,1,Unknown,1
-122.3133346,47.65339944,Intersection,0,,2014/03/14 00:00:00+00,2014,1,Unknown,0,1,Y,2,Unknown,0,2,Injury Collision,,N,1,Unknown,1
-122.3127189,47.6199673,Intersection,0,,2007/02/16 00:00:00+00,2007,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3421927,47.61316683,Intersection,0,,2004/02/12 00:00:00+00,2004,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3544747,47.65224596,Intersection,0,,2007/12/18 00:00:00+00,2007,0,Dark - Street Lights On,1,0,Y,2,Wet,0,1,Property Damage Only Collision,,0,1,Overcast,1
-122.3370539,47.69596295,Block,0,,2004/10/11 00:00:00+00,2004,1,Daylight,0,1,,1,Dry,0,2,Injury Collision,,0,0,Clear,1
-122.3543532,47.67602257,Intersection,0,,2006/05/07 00:00:00+00,2006,1,Daylight,0,1,,1,Dry,1,2b,Serious Injury Collision,,0,0,Overcast,1
-122.3368846,47.60875623,Intersection,0,,2011/01/13 00:00:00+00,2011,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,N,1,Overcast,1
-122.3528394,47.61859204,Intersection,0,,2007/09/21 00:00:00+00,2007,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3482796,47.61441995,Block,0,,2004/07/02 00:00:00+00,2004,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3423664,47.62263838,Block,0,,2004/01/23 00:00:00+00,2004,1,Daylight,0,1,,2,Unknown,0,2,Injury Collision,,0,1,Unknown,1
-122.3278749,47.61707009,Intersection,0,,2010/12/02 00:00:00+00,2010,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,N,1,Overcast,1
-122.3207279,47.661319,Intersection,0,,2011/10/14 00:00:00+00,2011,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3778172,47.49956612,Block,0,,2009/04/04 00:00:00+00,2009,1,Daylight,0,1,Y,3,Dry,1,2b,Serious Injury Collision,,0,1,Clear,1
-122.3727628,47.69062654,Intersection,0,,2011/06/07 00:00:00+00,2011,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3485757,47.65476562,Block,0,,2014/01/08 00:00:00+00,2014,1,Daylight,1,0,,2,Wet,0,2,Injury Collision,,N,1,Overcast,1
-122.3346656,47.60968542,Intersection,0,,2014/02/20 00:00:00+00,2014,0,Dark - Street Lights On,0,1,,5,Wet,0,1,Property Damage Only Collision,,N,1,Clear,1
-122.3629631,47.55372176,Intersection,0,,2009/03/11 00:00:00+00,2009,1,Dark - Street Lights On,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3208358,47.61757129,Intersection,0,,2007/02/27 00:00:00+00,2007,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3173634,47.67226899,Intersection,0,,2006/04/18 00:00:00+00,2006,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3022335,47.59928129,Intersection,0,,2010/03/10 00:00:00+00,2010,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3854581,47.56107185,Intersection,0,,2013/05/15 00:00:00+00,2013,1,Daylight,0,1,Y,2,Wet,0,2,Injury Collision,,N,1,Raining,1
-122.3428202,47.610018,Block,0,,2014/04/25 00:00:00+00,2014,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,N,1,Unknown,1
-122.320216,47.62774924,Block,0,Y,2014/12/03 00:00:00+00,2014,1,Dark - Street Lights On,0,1,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.301522,47.63748766,Block,0,,2009/07/12 00:00:00+00,2009,1,Daylight,0,1,,1,Wet,0,2,Injury Collision,Y,0,0,Raining,1
-122.3855359,47.55840034,Block,0,,2014/07/15 00:00:00+00,2014,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3200608,47.64044969,Block,0,,2004/06/12 00:00:00+00,2004,1,Daylight,0,1,,3,Dry,1,2b,Serious Injury Collision,,0,1,Clear,1
-122.394509,47.66864794,Intersection,0,,2013/07/25 00:00:00+00,2013,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3448137,47.71231922,Intersection,0,,2008/03/05 00:00:00+00,2008,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3582503,47.7323212,Intersection,0,,2006/05/16 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3218772,47.60576977,Intersection,0,,2013/04/02 00:00:00+00,2013,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3127145,47.576866,Block,0,,2011/01/05 00:00:00+00,2011,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,N,1,Overcast,1
-122.3207624,47.61296336,Intersection,0,,2005/11/11 00:00:00+00,2005,1,Daylight,1,0,Y,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.2834787,47.66850835,Block,0,,2012/07/18 00:00:00+00,2012,2,Daylight,1,0,,5,Dry,0,2,Injury Collision,,N,3,Clear,1
-122.378418,47.69060413,Block,0,,2005/01/25 00:00:00+00,2005,1,Dark - Street Lights On,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3337568,47.6086926,Intersection,0,,2007/03/24 00:00:00+00,2007,1,Daylight,1,0,Y,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3428202,47.610018,Block,0,,2009/08/15 00:00:00+00,2009,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3144885,47.65359885,Intersection,0,,2012/04/15 00:00:00+00,2012,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3178021,47.65751423,Intersection,0,,2015/04/20 00:00:00+00,2015,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3274805,47.5426302,Block,0,,2008/08/05 00:00:00+00,2008,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3422834,47.63369315,Block,0,,2013/04/02 00:00:00+00,2013,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3268036,47.61670793,Block,0,Y,2009/09/30 00:00:00+00,2009,1,Dusk,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3133346,47.65339944,Intersection,0,,2014/01/09 00:00:00+00,2014,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,N,1,Overcast,1
-122.320284,47.52645748,Intersection,0,Y,2013/04/02 00:00:00+00,2013,1,Dusk,0,1,,5,Dry,0,2,Injury Collision,,N,1,Overcast,1
-122.3553969,47.62545228,Intersection,0,,2011/04/02 00:00:00+00,2011,1,Dusk,1,0,Y,2,Dry,0,2,Injury Collision,,N,1,Overcast,1
-122.3269703,47.60462518,Intersection,0,,2006/03/06 00:00:00+00,2006,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3208079,47.61581795,Block,0,,2014/06/04 00:00:00+00,2014,1,Daylight,0,1,,1,Dry,0,2,Injury Collision,,N,0,Clear,1
-122.3649132,47.56472619,Block,0,,2013/07/23 00:00:00+00,2013,0,Daylight,0,1,,2,Dry,0,1,Property Damage Only Collision,,N,1,Clear,1
-122.3527922,47.62457274,Intersection,0,,2014/05/15 00:00:00+00,2014,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3359108,47.60004611,Intersection,0,,2015/02/22 00:00:00+00,2015,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.2699832,47.52617082,Intersection,0,,2005/10/24 00:00:00+00,2005,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3182054,47.55752021,Block,0,,2009/11/19 00:00:00+00,2009,1,Dark - Street Lights On,1,0,,2,Wet,0,2,Injury Collision,Y,0,1,Raining,1
-122.2929898,47.62719136,Block,0,,2012/08/05 00:00:00+00,2012,1,Daylight,0,1,,5,Dry,1,2b,Serious Injury Collision,,Y,1,Clear,1
-122.2775724,47.52956487,Block,0,,2007/12/22 00:00:00+00,2007,1,Dusk,1,0,,2,Dry,0,2,Injury Collision,,0,1,Overcast,1
-122.2780846,47.54067186,Intersection,0,,2011/05/09 00:00:00+00,2011,3,Dark - No Street Lights,1,0,,6,Dry,0,2,Injury Collision,,N,4,Clear,1
-122.3709536,47.55103397,Block,0,,2006/10/20 00:00:00+00,2006,1,Daylight,1,0,Y,2,Dry,1,2b,Serious Injury Collision,,0,1,Clear,1
-122.3331667,47.61482124,Intersection,0,,2004/12/09 00:00:00+00,2004,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3175527,47.68673213,Intersection,0,,2013/11/14 00:00:00+00,2013,0,Dark - Street Lights On,1,0,,2,Wet,0,1,Property Damage Only Collision,,N,1,Clear,1
-122.3167794,47.61039501,Intersection,0,,2013/05/30 00:00:00+00,2013,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.2732147,47.56057726,Intersection,0,,2005/08/10 00:00:00+00,2005,0,Daylight,0,1,,3,Dry,0,1,Property Damage Only Collision,,0,1,Overcast,1
-122.3324647,47.62748318,Block,0,Y,2007/12/06 00:00:00+00,2007,1,Dark - Street Lights On,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3351688,47.64687291,Intersection,0,,2009/03/05 00:00:00+00,2009,1,Daylight,0,1,Y,3,Wet,0,2,Injury Collision,,0,1,Overcast,1
-122.3800927,47.56225703,Intersection,0,Y,2017/03/22 00:00:00+00,2017,1,Dark - Street Lights On,0,1,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3761597,47.64067899,Intersection,0,,2012/12/10 00:00:00+00,2012,1,Dark - Street Lights On,1,0,,2,Dry,0,2,Injury Collision,,N,1,Overcast,1
-122.2892436,47.56794838,Intersection,0,,2017/02/15 00:00:00+00,2017,1,Daylight,1,0,,0,Wet,0,2,Injury Collision,,N,1,Raining,1
-122.2905312,47.6974588,Intersection,0,,2013/04/03 00:00:00+00,2013,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.324487,47.60862448,Intersection,0,,2021/06/13 00:00:00+00,2021,1,Daylight,1,0,Y,2,Wet,0,2,Injury Collision,,N,1,Raining,1
-122.3854167,47.69058226,Intersection,0,,2013/04/04 00:00:00+00,2013,1,Daylight,0,1,Y,2,Unknown,0,2,Injury Collision,,N,1,Unknown,1
-122.317228,47.59833759,Intersection,0,Y,2018/08/24 00:00:00+00,2018,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3297765,47.60937181,Intersection,0,,2018/10/15 00:00:00+00,2018,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.3018648,47.71931617,Intersection,0,,2004/06/21 00:00:00+00,2004,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3352954,47.61495252,Intersection,0,,2018/07/21 00:00:00+00,2018,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.30127,47.66313985,Block,0,,2013/04/08 00:00:00+00,2013,0,Daylight,0,1,,2,Dry,0,1,Property Damage Only Collision,,N,1,Overcast,1
-122.3332682,47.5967848,Block,0,,2018/12/16 00:00:00+00,2018,1,Dark - Street Lights On,1,0,,2,Wet,0,2,Injury Collision,,N,1,Raining,1
-122.3768061,47.69060911,Intersection,0,,2004/02/24 00:00:00+00,2004,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3107531,47.58635362,Intersection,0,,2016/03/21 00:00:00+00,2016,0,Daylight,2,0,,3,Wet,0,1,Property Damage Only Collision,,N,1,Raining,2
-122.3568144,47.70872123,Intersection,0,,2016/04/01 00:00:00+00,2016,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
-122.2594527,47.5068968,Block,0,,2004/03/26 00:00:00+00,2004,1,Daylight,1,0,,3,Wet,0,2,Injury Collision,,0,2,Raining,1
-122.3389037,47.60928514,Intersection,0,,2020/09/18 00:00:00+00,2020,1,Dark - Street Lights On,1,0,,2,Dry,0,2,Injury Collision,,N,1,Clear,1
