X,Y,ADDRTYPE,FATALITIES,INATTENTIONIND,INCDATE,YEAR,INJURIES,LIGHTCOND,PEDCOUNT,PEDCYLCOUNT,PEDROWNOTGRNT,PERSONCOUNT,ROADCOND,SERIOUSINJURIES,SEVERITYCODE,SEVERITYDESC,SPEEDING,UNDERINFL,VEHCOUNT,WEATHER,PEDORBIKECOUNT
-122.3768044,47.69151793,Block,0,,2006/01/03 00:00:00+00,2006,1,Dusk,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Overcast,1
-122.3498349,47.65043102,Intersection,0,,2006/08/03 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3207612,47.61211136,Block,0,,2006/03/13 00:00:00+00,2006,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3435002,47.63285877,Block,1,,2006/04/04 00:00:00+00,2006,0,Dark - Street Lights On,1,0,,2,Dry,0,3,Fatality Collision,,0,1,Clear,1
-122.2764033,47.52331234,Intersection,0,,2006/04/23 00:00:00+00,2006,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.2653146,47.6793722,Intersection,0,,2006/04/29 00:00:00+00,2006,1,Daylight,0,1,,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3534473,47.62457414,Block,0,,2006/08/27 00:00:00+00,2006,0,Dark - Street Lights On,1,0,,2,Dry,0,1,Property Damage Only Collision,,1,1,Clear,1
-122.3161257,47.61311913,Block,0,,2006/05/13 00:00:00+00,2006,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.2878361,47.56281827,Intersection,1,Y,2006/07/14 00:00:00+00,2006,0,Daylight,1,0,,2,Dry,0,3,Fatality Collision,,0,1,Clear,1
-122.3548373,47.54832347,Block,0,,2006/11/21 00:00:00+00,2006,1,Dawn,1,0,Y,3,Wet,1,2b,Serious Injury Collision,,0,2,Raining,1
-122.3089363,47.60709669,Block,0,,2006/05/12 00:00:00+00,2006,1,Daylight,0,1,Y,2,Dry,1,2b,Serious Injury Collision,,0,1,Clear,1
-122.3571899,47.65450658,Block,0,,2006/01/04 00:00:00+00,2006,1,Daylight,1,0,,2,Dry,1,2b,Serious Injury Collision,,0,1,Clear,1
-122.3257027,47.65488891,Intersection,0,,2006/09/05 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3197963,47.65585828,Intersection,0,,2006/08/25 00:00:00+00,2006,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3721802,47.66365982,Block,0,,2006/08/24 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3608773,47.65082921,Intersection,0,,2006/06/15 00:00:00+00,2006,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3121726,47.68751646,Intersection,0,,2006/01/26 00:00:00+00,2006,1,Dark - Street Lights On,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Overcast,1
-122.3234155,47.61523114,Intersection,0,,2006/01/28 00:00:00+00,2006,1,Dark - Street Lights On,1,0,Y,2,Wet,0,2,Injury Collision,,1,1,Raining,1
-122.3789559,47.69242367,Intersection,0,,2006/05/17 00:00:00+00,2006,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3372229,47.61346147,Block,0,,2006/03/15 00:00:00+00,2006,1,Daylight,1,0,,4,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3530987,47.61388393,Block,0,,2006/05/03 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.321737,47.59918458,Block,0,,2006/01/31 00:00:00+00,2006,1,Dusk,1,0,,3,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.290538,47.68485753,Intersection,0,,2006/04/04 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.325633,47.61848878,Intersection,0,,2006/11/07 00:00:00+00,2006,1,Daylight,1,0,Y,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3073444,47.73389063,Intersection,0,,2006/11/15 00:00:00+00,2006,1,Unknown,1,0,Y,2,Unknown,1,2b,Serious Injury Collision,,0,1,Unknown,1
-122.3348663,47.60822792,Intersection,0,,2006/02/01 00:00:00+00,2006,1,Dusk,1,0,Y,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3533656,47.61625304,Intersection,0,,2006/11/03 00:00:00+00,2006,1,Dark - Street Lights On,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Raining,1
-122.333527,47.53616843,Block,0,,2006/02/09 00:00:00+00,2006,1,Daylight,0,1,Y,4,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3761486,47.63863286,Intersection,0,Y,2006/09/06 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3453117,47.61735578,Intersection,0,,2006/10/09 00:00:00+00,2006,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3469532,47.61037734,Block,0,Y,2006/09/02 00:00:00+00,2006,1,Daylight,0,1,,5,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3353197,47.60872335,Block,0,,2006/04/10 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Overcast,1
-122.3336418,47.66868335,Intersection,0,,2006/01/13 00:00:00+00,2006,2,Dark - Street Lights On,2,0,Y,3,Wet,0,2,Injury Collision,,0,1,Raining,2
-122.2790268,47.63509838,Block,0,,2006/06/10 00:00:00+00,2006,1,Daylight,1,0,,3,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3255288,47.61521875,Intersection,0,,2006/10/08 00:00:00+00,2006,2,Dark - Street Lights On,2,0,Y,3,Dry,0,2,Injury Collision,,0,1,Clear,2
-122.2776641,47.55117602,Intersection,0,,2006/03/21 00:00:00+00,2006,1,Unknown,1,0,Y,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3119052,47.67210552,Intersection,0,,2006/02/08 00:00:00+00,2006,1,Daylight,1,0,Y,2,Wet,1,2b,Serious Injury Collision,,0,1,Raining,1
-122.3285349,47.60298463,Intersection,0,,2006/04/21 00:00:00+00,2006,1,Daylight,1,0,Y,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.2991597,47.57967346,Block,0,,2006/02/19 00:00:00+00,2006,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3527474,47.7036267,Intersection,0,,2006/11/18 00:00:00+00,2006,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3475648,47.62542294,Intersection,0,,2006/08/02 00:00:00+00,2006,1,Daylight,1,0,,5,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3289675,47.59919689,Intersection,0,,2006/08/27 00:00:00+00,2006,1,Daylight,1,0,,2,Dry,1,2b,Serious Injury Collision,,0,1,Clear,1
-122.302047,47.64315393,Intersection,0,,2006/07/06 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Overcast,1
-122.335574,47.6106779,Intersection,0,,2006/07/06 00:00:00+00,2006,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.334203,47.57557557,Intersection,0,,2006/12/28 00:00:00+00,2006,2,Daylight,2,0,Y,3,Dry,0,2,Injury Collision,,0,1,Clear,2
-122.3771269,47.64846994,Block,0,Y,2006/08/12 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3261795,47.61849072,Block,0,,2006/10/08 00:00:00+00,2006,0,Daylight,0,1,,2,Dry,0,1,Property Damage Only Collision,,0,1,Clear,1
-122.3212753,47.65157827,Intersection,0,Y,2006/11/02 00:00:00+00,2006,1,Dark - Street Lights On,1,0,Y,2,Wet,1,2b,Serious Injury Collision,,0,1,Raining,1
-122.3207987,47.61523531,Intersection,0,,2006/04/09 00:00:00+00,2006,1,Dark - Street Lights On,1,0,,3,Wet,0,2,Injury Collision,,0,1,Overcast,1
-122.3095122,47.66125925,Intersection,0,,2006/02/08 00:00:00+00,2006,1,Daylight,0,1,,3,Dry,0,2,Injury Collision,,0,2,Clear,1
-122.3009865,47.70943604,Block,0,,2006/09/23 00:00:00+00,2006,1,Daylight,1,1,,2,Unknown,0,2,Injury Collision,,0,0,Unknown,2
-122.3194347,47.61294002,Intersection,0,,2006/09/12 00:00:00+00,2006,1,Daylight,1,0,Y,5,Dry,1,2b,Serious Injury Collision,,0,1,Clear,1
-122.3341786,47.60172234,Intersection,0,Y,2006/11/09 00:00:00+00,2006,1,Dark - Street Lights On,1,0,,2,Dry,1,2b,Serious Injury Collision,,0,1,Overcast,1
-122.3370868,47.60729906,Intersection,0,,2006/06/14 00:00:00+00,2006,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3525065,47.61691834,Intersection,0,,2006/02/14 00:00:00+00,2006,3,Daylight,1,0,,3,Dry,0,2,Injury Collision,,0,2,Clear,1
-122.3227747,47.61522862,Block,0,,2006/06/08 00:00:00+00,2006,1,Dusk,0,1,Y,2,Wet,0,2,Injury Collision,,0,1,Overcast,1
-122.3264443,47.61076544,Intersection,0,,2006/11/15 00:00:00+00,2006,1,Dark - Street Lights On,1,0,Y,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3149681,47.52304218,Intersection,0,,2006/11/02 00:00:00+00,2006,1,Dawn,1,0,,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.2892436,47.56794838,Intersection,0,,2006/09/19 00:00:00+00,2006,1,Dusk,1,0,,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3324513,47.60726631,Intersection,0,,2006/10/30 00:00:00+00,2006,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3633375,47.5638141,Block,0,,2006/09/28 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,1,2b,Serious Injury Collision,,0,1,Clear,1
-122.362021,47.70296204,Block,0,Y,2006/04/28 00:00:00+00,2006,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3248291,47.61927446,Block,0,,2006/11/01 00:00:00+00,2006,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3404737,47.61449558,Intersection,0,,2006/03/26 00:00:00+00,2006,1,Dark - Street Lights On,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3120325,47.65978148,Intersection,0,,2006/10/18 00:00:00+00,2006,1,Dark - Street Lights On,1,0,,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.2873363,47.54959668,Block,0,,2006/07/07 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3422752,47.6588073,Block,0,,2006/10/04 00:00:00+00,2006,1,Daylight,1,0,,3,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.2665651,47.67573704,Intersection,0,,2006/07/16 00:00:00+00,2006,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3141653,47.60619196,Intersection,0,,2006/11/06 00:00:00+00,2006,1,Dark - Street Lights On,1,0,Y,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3026978,47.55318505,Block,0,,2006/12/24 00:00:00+00,2006,1,Dark - Street Lights On,1,0,,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3177645,47.60806217,Block,0,,2006/10/02 00:00:00+00,2006,1,Daylight,1,0,Y,3,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.322206,47.6198982,Intersection,0,,2006/10/30 00:00:00+00,2006,1,Dark - Street Lights On,0,1,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3439344,47.61536892,Intersection,0,,2006/10/14 00:00:00+00,2006,1,Dark - Street Lights On,0,1,,3,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3022335,47.59928129,Intersection,0,,2006/11/29 00:00:00+00,2006,0,Daylight,0,1,,2,Ice,0,1,Property Damage Only Collision,,0,1,Overcast,1
-122.3766132,47.53445066,Block,0,,2006/09/25 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3527849,47.62544255,Intersection,0,,2006/08/25 00:00:00+00,2006,1,Daylight,1,0,Y,2,Unknown,0,2,Injury Collision,,1,1,Clear,1
-122.3721408,47.50819704,Intersection,0,,2006/04/04 00:00:00+00,2006,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.2663368,47.52243476,Block,0,,2006/08/18 00:00:00+00,2006,1,Dusk,1,0,Y,2,Dry,1,2b,Serious Injury Collision,Y,0,1,Clear,1
-122.3255288,47.61521875,Intersection,0,,2006/12/17 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.2893389,47.70110841,Intersection,0,,2006/10/28 00:00:00+00,2006,1,Dark - Street Lights On,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.366178,47.66865339,Intersection,0,,2006/12/16 00:00:00+00,2006,2,Dark - Street Lights On,1,0,,4,Dry,1,2b,Serious Injury Collision,,1,2,Overcast,1
-122.3351209,47.58716769,Block,0,,2006/01/22 00:00:00+00,2006,1,Dark - Street Lights On,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.2782557,47.56408886,Block,0,,2006/08/28 00:00:00+00,2006,1,Dusk,1,0,Y,2,Dry,1,2b,Serious Injury Collision,,0,1,Clear,1
-122.3343117,47.62490588,Block,0,,2006/06/29 00:00:00+00,2006,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3074092,47.61673276,Intersection,0,,2006/11/01 00:00:00+00,2006,0,Dark - Street Lights On,1,0,Y,2,Dry,0,1,Property Damage Only Collision,,0,1,Clear,1
-122.3708623,47.67686957,Block,0,,2006/02/13 00:00:00+00,2006,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3114835,47.61095763,Block,0,,2006/06/29 00:00:00+00,2006,0,Daylight,0,1,,2,Dry,0,1,Property Damage Only Collision,,0,1,Clear,1
-122.3070479,47.63781567,Block,0,,2006/02/07 00:00:00+00,2006,0,Daylight,0,1,Y,2,Dry,0,1,Property Damage Only Collision,,0,1,Clear,1
-122.300605,47.66626672,Intersection,0,,2006/05/26 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.269986,47.52330727,Intersection,0,,2006/06/09 00:00:00+00,2006,1,Daylight,1,0,Y,4,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3719527,47.67596213,Intersection,0,,2006/10/18 00:00:00+00,2006,0,Daylight,1,0,,2,Wet,0,1,Property Damage Only Collision,,0,1,Raining,1
-122.3349174,47.61163827,Block,0,,2006/12/19 00:00:00+00,2006,0,Daylight,0,1,,2,Dry,0,1,Property Damage Only Collision,,0,1,Clear,1
-122.317228,47.59833759,Intersection,0,,2006/04/27 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3184199,47.66130395,Intersection,0,,2006/09/22 00:00:00+00,2006,1,Dark - Street Lights On,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.334215,47.55454526,Block,0,,2006/12/18 00:00:00+00,2006,1,Daylight,1,0,,2,Dry,1,2b,Serious Injury Collision,,0,1,Overcast,1
-122.3320622,47.60348389,Intersection,0,,2006/11/08 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3278535,47.61849674,Intersection,0,,2006/02/24 00:00:00+00,2006,1,Dark - Street Lights On,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3278046,47.61393023,Intersection,0,,2006/10/11 00:00:00+00,2006,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3847441,47.66906627,Block,0,,2006/03/08 00:00:00+00,2006,1,Daylight,1,0,Y,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3187778,47.66130624,Intersection,0,,2006/05/08 00:00:00+00,2006,0,Daylight,1,0,Y,2,Dry,0,1,Property Damage Only Collision,,0,1,Clear,1
-122.3135245,47.56260182,Block,0,Y,2006/11/21 00:00:00+00,2006,1,Dark - Street Lights On,1,0,,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3821275,47.67598546,Intersection,0,,2006/12/14 00:00:00+00,2006,1,Dark - Street Lights On,1,0,Y,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.2952331,47.71927875,Intersection,0,,2006/08/01 00:00:00+00,2006,1,Daylight,1,0,Y,2,Dry,1,2b,Serious Injury Collision,,0,1,Clear,1
-122.3315777,47.59920079,Intersection,0,,2006/01/10 00:00:00+00,2006,0,Unknown,1,0,Y,2,Unknown,0,1,Property Damage Only Collision,,0,1,Unknown,1
-122.330723,47.61849176,Intersection,0,,2006/05/30 00:00:00+00,2006,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.360695,47.67599645,Intersection,0,,2006/01/16 00:00:00+00,2006,1,Dark - No Street Lights,1,0,Y,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3207804,47.61407567,Intersection,0,,2006/12/21 00:00:00+00,2006,1,Dark - Street Lights On,1,0,Y,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3645264,47.52468361,Intersection,0,,2006/06/01 00:00:00+00,2006,1,Daylight,0,1,,2,Wet,1,2b,Serious Injury Collision,,0,1,Raining,1
-122.3175068,47.61525916,Block,0,,2006/05/23 00:00:00+00,2006,0,Daylight,0,1,,2,Dry,0,1,Property Damage Only Collision,,0,1,Clear,1
-122.3315777,47.59920079,Intersection,0,Y,2006/04/27 00:00:00+00,2006,0,Daylight,1,0,Y,2,Dry,0,1,Property Damage Only Collision,,0,1,Clear,1
-122.3232755,47.70859413,Intersection,0,,2006/03/07 00:00:00+00,2006,1,Daylight,1,0,Y,3,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3845306,47.58118097,Block,0,,2006/07/27 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.335087,47.62577679,Block,0,,2006/02/07 00:00:00+00,2006,1,Dark - Street Lights On,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3041593,47.61808643,Intersection,0,,2006/01/21 00:00:00+00,2006,1,Dark - Street Lights On,1,0,,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3251077,47.66134409,Intersection,0,,2006/08/16 00:00:00+00,2006,0,Unknown,0,1,Y,2,Unknown,0,1,Property Damage Only Collision,,0,1,Unknown,1
-122.3482796,47.61441995,Block,0,,2006/12/18 00:00:00+00,2006,1,Dark - Street Lights On,1,0,,3,Dry,0,2,Injury Collision,,0,2,Clear,1
-122.390848,47.68494935,Intersection,0,,2006/08/10 00:00:00+00,2006,2,Daylight,0,1,,4,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3261532,47.54625,Intersection,0,Y,2006/01/11 00:00:00+00,2006,1,Dawn,1,0,Y,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3764001,47.54650398,Intersection,1,,2006/09/27 00:00:00+00,2006,0,Daylight,0,1,Y,2,Dry,0,3,Fatality Collision,,0,1,Clear,1
-122.3449968,47.72503555,Block,0,,2006/03/08 00:00:00+00,2006,1,Daylight,1,0,Y,2,Wet,1,2b,Serious Injury Collision,,0,1,Raining,1
-122.3828308,47.53752062,Block,0,,2006/01/09 00:00:00+00,2006,1,Dark - Street Lights On,1,0,,2,Wet,0,2,Injury Collision,,1,1,Raining,1
-122.3504655,47.61336696,Intersection,0,,2006/07/24 00:00:00+00,2006,1,Daylight,1,0,,3,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3263615,47.57980935,Block,0,,2006/09/11 00:00:00+00,2006,0,Daylight,0,1,Y,2,Dry,0,1,Property Damage Only Collision,,0,1,Clear,1
-122.269986,47.52330727,Intersection,0,,2006/11/10 00:00:00+00,2006,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3268042,47.61521815,Intersection,0,,2006/01/07 00:00:00+00,2006,1,Daylight,0,1,Y,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3201524,47.54735691,Intersection,0,,2006/05/21 00:00:00+00,2006,2,Dark - Street Lights On,0,2,,3,Dry,0,2,Injury Collision,,1,1,Clear,2
-122.3229514,47.68678737,Intersection,0,Y,2006/01/15 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3017402,47.55101515,Intersection,0,Y,2006/06/25 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
,,Alley,0,,2006/05/09 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3436846,47.62089317,Intersection,0,,2006/09/11 00:00:00+00,2006,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3623023,47.72327032,Intersection,0,,2006/04/21 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,Y,0,1,Clear,1
-122.3334038,47.62675111,Block,0,,2006/04/23 00:00:00+00,2006,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3291236,47.6086581,Intersection,0,,2006/10/04 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3048431,47.66953609,Block,0,,2006/09/18 00:00:00+00,2006,1,Daylight,0,1,,2,Wet,0,2,Injury Collision,,0,1,Overcast,1
-122.3415411,47.61278151,Block,0,,2006/12/30 00:00:00+00,2006,1,Dark - Street Lights On,1,0,,3,Dry,0,2,Injury Collision,,1,1,Clear,1
-122.3213968,47.58146361,Block,0,,2006/11/08 00:00:00+00,2006,2,Dark - Street Lights On,1,0,,3,Wet,1,2b,Serious Injury Collision,,1,1,Raining,1
-122.3384515,47.61832913,Block,0,Y,2006/07/11 00:00:00+00,2006,1,Daylight,0,1,,5,Dry,0,2,Injury Collision,,0,1,Overcast,1
-122.3609813,47.68179174,Block,0,,2006/07/15 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,1,2b,Serious Injury Collision,,0,1,Clear,1
-122.3609597,47.54122048,Block,0,,2006/10/15 00:00:00+00,2006,1,Daylight,1,0,,6,Wet,0,2,Injury Collision,,0,5,Overcast,1
-122.3274886,47.68165808,Intersection,0,,2006/08/09 00:00:00+00,2006,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3276243,47.60534018,Intersection,0,,2006/06/12 00:00:00+00,2006,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3184379,47.66494396,Intersection,0,,2006/03/07 00:00:00+00,2006,1,Daylight,1,0,Y,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.2884235,47.56496219,Block,0,,2006/02/14 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.2653146,47.6793722,Intersection,0,,2006/09/28 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,1,2b,Serious Injury Collision,,0,1,Clear,1
-122.3337178,47.66138658,Intersection,0,,2006/02/05 00:00:00+00,2006,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3214477,47.61407092,Block,0,,2006/10/10 00:00:00+00,2006,1,Daylight,1,0,,3,Dry,0,2,Injury Collision,,0,2,Clear,1
-122.2956215,47.66514112,Intersection,0,,2006/10/04 00:00:00+00,2006,1,Daylight,0,2,,2,Dry,0,2,Injury Collision,,0,0,Clear,2
-122.3207548,47.60807347,Intersection,0,,2006/12/15 00:00:00+00,2006,1,Daylight,1,0,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3249892,47.67875757,Intersection,0,,2006/11/16 00:00:00+00,2006,1,Dark - Street Lights On,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3258899,47.64087739,Block,0,,2006/07/20 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3191726,47.66130885,Block,0,,2006/10/29 00:00:00+00,2006,1,Dark - Street Lights On,1,0,,2,Dry,0,2,Injury Collision,,1,1,Clear,1
-122.3307297,47.61544972,Intersection,0,,2006/03/15 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3500339,47.66213558,Intersection,0,,2006/09/27 00:00:00+00,2006,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.278933,47.51342479,Intersection,0,,2006/07/17 00:00:00+00,2006,1,Daylight,1,0,,2,Dry,1,2b,Serious Injury Collision,,0,1,Clear,1
-122.3445032,47.68694221,Intersection,0,,2006/04/04 00:00:00+00,2006,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.334976,47.60241534,Block,0,,2006/08/13 00:00:00+00,2006,1,Daylight,1,0,,3,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3481953,47.72321838,Intersection,0,,2006/01/12 00:00:00+00,2006,1,Daylight,1,0,,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3500204,47.61218693,Block,0,,2006/05/07 00:00:00+00,2006,1,Dark - Street Lights On,1,0,,2,Wet,0,2,Injury Collision,,0,1,Raining,1
-122.3173632,47.67582933,Intersection,0,,2006/01/29 00:00:00+00,2006,1,Dark - Street Lights On,1,0,Y,2,Unknown,0,2,Injury Collision,,0,1,Unknown,1
-122.3513564,47.65148486,Intersection,0,,2006/10/15 00:00:00+00,2006,4,Dark - Street Lights On,2,0,,8,Wet,1,2b,Serious Injury Collision,,1,2,Raining,2
-122.3181594,47.61525439,Intersection,0,,2006/03/01 00:00:00+00,2006,1,Dark - Street Lights On,0,1,Y,3,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3248761,47.612408,Intersection,0,,2006/04/25 00:00:00+00,2006,1,Daylight,0,1,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3446037,47.69744506,Block,0,,2006/10/08 00:00:00+00,2006,1,Dark - Street Lights On,1,0,,2,Dry,0,2,Injury Collision,,1,1,Clear,1
-122.3867945,47.59514845,Block,2,,2006/04/27 00:00:00+00,2006,0,Dusk,1,0,,2,Dry,0,3,Fatality Collision,Y,1,1,Clear,1
-122.3875887,47.6858857,Block,0,Y,2006/04/21 00:00:00+00,2006,2,Daylight,1,0,,3,Dry,0,2,Injury Collision,,0,2,Clear,1
-122.3290497,47.59428794,Intersection,0,,2006/11/27 00:00:00+00,2006,1,Dusk,1,0,,3,Wet,0,2,Injury Collision,,0,1,Overcast,1
-122.3126943,47.65621053,Block,0,,2006/09/15 00:00:00+00,2006,1,Daylight,0,1,Y,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3379954,47.60829217,Intersection,0,,2006/07/02 00:00:00+00,2006,1,Daylight,1,0,,2,Dry,0,2,Injury Collision,,0,1,Clear,1
-122.3195393,47.6199172,Intersection,0,,2006/01/25 00:00:00+00,2006,0,Dark - Street Lights On,1,0,,2,Wet,0,1,Property Damage Only Collision,,0,1,Overcast,1
